stop_frame,all_nouns,all_noun_classes
P02_129_31297.jpg,tap,0
P02_129_31349.jpg,spoon,1
P02_129_32113.jpg,sponge,9
P02_129_32421.jpg,sponge,9
P02_129_32465.jpg,tap,0
P02_129_32680.jpg,tap,0
P02_129_32799.jpg,spoon,1
P02_129_32851.jpg,sponge,9
P02_129_32952.jpg,spoon,1
P02_129_33051.jpg,fork,14
P02_129_33141.jpg,fork,14
P02_129_33208.jpg,spoon,1
P02_129_33288.jpg,spoon,1
P02_129_33367.jpg,sponge,9
P02_129_4116.jpg,knife,4
P02_129_33416.jpg,tap,0
P02_129_33476.jpg,spoon,1
P02_129_33544.jpg,spoon,1
P02_129_33592.jpg,fork,14
P02_129_33650.jpg,fork,14
P02_129_33650.jpg,spoon,1
P02_129_33687.jpg,tap,0
P02_129_33724.jpg,spoon,1
P02_129_33756.jpg,sponge,9
P02_129_33831.jpg,sponge,9
P02_129_33955.jpg,spoon,1
P02_129_34075.jpg,spoon,1
P02_129_34156.jpg,spoon,1
P02_129_34259.jpg,spoon,1
P02_129_34338.jpg,spoon,1
P02_129_34461.jpg,spoon,1
P02_129_34707.jpg,sponge,9
P02_129_34748.jpg,tap,0
P02_129_34876.jpg,spoon,1
P02_129_34986.jpg,tap,0
P02_129_35058.jpg,spoon,1
P02_129_35286.jpg,spoon,1
P02_129_35580.jpg,pan,5
P02_129_35874.jpg,spoon,1
P02_129_36320.jpg,tap,0
P02_129_37186.jpg,tap,0
P02_129_4569.jpg,drawer,8
P02_129_38868.jpg,sponge,9
P02_129_39745.jpg,tap,0
P02_129_39993.jpg,tap,0
P02_129_40240.jpg,spoon,1
P02_129_40544.jpg,pan,5
P02_129_40870.jpg,spoon,1
P02_129_41016.jpg,cupboard,3
P02_129_41227.jpg,cupboard,3
P02_129_41524.jpg,cupboard,3
P02_129_42202.jpg,cupboard,3
P02_129_42278.jpg,cupboard,3
P02_129_42545.jpg,cupboard,3
P02_129_42682.jpg,cupboard,3
P02_129_43930.jpg,cupboard,3
P02_129_44025.jpg,cupboard,3
P02_129_4933.jpg,knife,4
P02_129_5008.jpg,pan,5
P02_129_5008.jpg,knife,4
P02_129_49084.jpg,spoon,1
P02_129_49231.jpg,pan,5
P02_129_49383.jpg,spoon,1
P02_129_50933.jpg,cupboard,3
P02_129_51035.jpg,plate,2
P02_129_51172.jpg,plate,2
P02_129_51415.jpg,fridge,12
P02_129_51513.jpg,fridge,12
P02_129_51562.jpg,drawer,8
P02_129_51621.jpg,fork,14
P02_129_51904.jpg,pan,5
P02_129_5220.jpg,pan,5
P02_129_5220.jpg,knife,4
P02_129_52111.jpg,pan,5
P02_129_52111.jpg,plate,2
P02_129_52580.jpg,pan,5
P02_129_52643.jpg,fork,14
P02_129_52643.jpg,plate,2
P02_129_52710.jpg,cupboard,3
P02_129_52803.jpg,cupboard,3
P02_129_5318.jpg,knife,4
P02_129_5412.jpg,knife,4
P02_129_55298.jpg,fridge,12
P02_129_55326.jpg,fridge,12
P02_129_55356.jpg,fridge,12
P02_129_55557.jpg,plate,2
P02_129_5759.jpg,pan,5
P02_129_6155.jpg,fridge,12
P02_129_6375.jpg,fridge,12
P02_129_565.jpg,tap,0
P02_129_7236.jpg,hand,11
P02_129_7315.jpg,hand,11
P02_129_7452.jpg,tap,0
P02_129_7689.jpg,tap,0
P02_129_7801.jpg,hand,11
P02_129_8125.jpg,knife,4
P02_129_831.jpg,tap,0
P02_129_9391.jpg,pan,5
P02_129_9391.jpg,knife,4
P02_129_9536.jpg,knife,4
P02_129_9918.jpg,pan,5
P02_129_10074.jpg,lid,6
P02_129_10478.jpg,lid,6
P02_129_10590.jpg,lid,6
P02_129_10675.jpg,lid,6
P02_129_10675.jpg,pan,5
P04_113_9805.jpg,spoon,1
P04_113_9805.jpg,drawer,8
P04_113_9896.jpg,spoon,1
P04_113_9896.jpg,drawer,8
P04_113_9956.jpg,spoon,1
P04_113_9956.jpg,drawer,8
P04_113_10038.jpg,spoon,1
P04_113_10038.jpg,drawer,8
P04_113_10092.jpg,knife,4
P04_113_10092.jpg,drawer,8
P04_113_10184.jpg,spoon,1
P04_113_10254.jpg,spoon,1
P04_113_10254.jpg,drawer,8
P04_113_10282.jpg,drawer,8
P04_113_10376.jpg,knife,4
P04_113_10376.jpg,drawer,8
P04_113_10489.jpg,knife,4
P04_113_10622.jpg,fork,14
P04_113_10622.jpg,drawer,8
P04_113_10746.jpg,spoon,1
P04_113_10746.jpg,drawer,8
P04_113_10849.jpg,drawer,8
P04_113_10949.jpg,drawer,8
P04_113_11084.jpg,drawer,8
P04_113_11480.jpg,drawer,8
P04_113_11651.jpg,drawer,8
P04_113_11710.jpg,drawer,8
P04_113_11738.jpg,drawer,8
P04_113_11795.jpg,knife,4
P04_113_11795.jpg,drawer,8
P04_113_11852.jpg,knife,4
P04_113_11852.jpg,drawer,8
P04_113_11932.jpg,drawer,8
P04_113_11991.jpg,fork,14
P04_113_11991.jpg,drawer,8
P04_113_12053.jpg,drawer,8
P04_113_12198.jpg,drawer,8
P04_113_12418.jpg,fork,14
P04_113_12492.jpg,fork,14
P04_113_12690.jpg,spoon,1
P04_113_12784.jpg,spoon,1
P04_113_12987.jpg,plate,2
P04_113_13178.jpg,plate,2
P04_113_13312.jpg,plate,2
P04_113_13475.jpg,plate,2
P04_113_13559.jpg,spoon,1
P04_113_13596.jpg,spoon,1
P04_113_13657.jpg,plate,2
P04_113_13815.jpg,knife,4
P04_113_13815.jpg,fork,14
P04_113_13889.jpg,knife,4
P04_113_13889.jpg,fork,14
P04_113_14130.jpg,fork,14
P04_113_14172.jpg,fork,14
P04_113_14226.jpg,plate,2
P04_113_14404.jpg,plate,2
P04_113_14706.jpg,plate,2
P04_113_14555.jpg,plate,2
P04_113_14671.jpg,plate,2
P04_113_2541.jpg,spatula,20
P04_113_14914.jpg,lid,6
P04_113_15013.jpg,pan,5
P04_113_2639.jpg,drawer,8
P04_113_15917.jpg,tap,0
P04_113_16132.jpg,tap,0
P04_113_2717.jpg,drawer,8
P04_113_17119.jpg,lid,6
P04_113_2758.jpg,drawer,8
P04_113_2801.jpg,spatula,20
P04_113_2801.jpg,drawer,8
P04_113_2855.jpg,drawer,8
P04_113_19856.jpg,spoon,1
P04_113_19856.jpg,fork,14
P04_113_19900.jpg,fork,14
P04_113_19962.jpg,spoon,1
P04_113_20316.jpg,spoon,1
P04_113_20369.jpg,spoon,1
P04_113_2855.jpg,knife,4
P04_113_20847.jpg,spoon,1
P04_113_21013.jpg,spoon,1
P04_113_2919.jpg,knife,4
P04_113_21682.jpg,tap,0
P04_113_3090.jpg,lid,6
P04_113_23365.jpg,tap,0
P04_113_23416.jpg,tap,0
P04_113_23624.jpg,tap,0
P04_113_23757.jpg,hand,11
P04_113_3138.jpg,lid,6
P04_113_24615.jpg,spatula,20
P04_113_24653.jpg,spatula,20
P04_113_25283.jpg,bowl,7
P04_113_25603.jpg,bowl,7
P04_113_25873.jpg,tap,0
P04_113_25919.jpg,bowl,7
P04_113_25918.jpg,bowl,7
P04_113_25995.jpg,bowl,7
P04_113_26388.jpg,cupboard,3
P04_113_26429.jpg,cupboard,3
P04_113_26563.jpg,cupboard,3
P04_113_26617.jpg,cupboard,3
P04_113_26893.jpg,fridge,12
P04_113_26998.jpg,fridge,12
P04_113_27135.jpg,fridge,12
P04_113_28047.jpg,hand,11
P04_113_28216.jpg,tap,0
P04_113_3473.jpg,lid,6
P04_113_29906.jpg,sponge,9
P04_113_3541.jpg,lid,6
P04_113_29990.jpg,sponge,9
P04_113_30229.jpg,sponge,9
P04_113_30306.jpg,tap,0
P04_113_30405.jpg,spoon,1
P04_113_30522.jpg,spoon,1
P04_113_30618.jpg,sponge,9
P04_113_30805.jpg,sponge,9
P04_113_3625.jpg,lid,6
P04_113_31358.jpg,tap,0
P04_113_32507.jpg,sponge,9
P04_113_32654.jpg,tap,0
P04_113_33093.jpg,tap,0
P04_113_33211.jpg,tap,0
P04_113_33250.jpg,spoon,1
P04_113_33288.jpg,sponge,9
P04_113_33361.jpg,spoon,1
P04_113_33424.jpg,spoon,1
P04_113_33501.jpg,tap,0
P04_113_33547.jpg,spoon,1
P04_113_33860.jpg,spoon,1
P04_113_34345.jpg,spoon,1
P04_113_34456.jpg,drawer,8
P04_113_34495.jpg,spoon,1
P04_113_34495.jpg,drawer,8
P04_113_34518.jpg,drawer,8
P04_113_35156.jpg,spoon,1
P04_113_35284.jpg,spoon,1
P04_113_35435.jpg,drawer,8
P04_113_3833.jpg,cupboard,3
P04_113_35488.jpg,spoon,1
P04_113_35488.jpg,drawer,8
P04_113_35567.jpg,drawer,8
P04_113_35690.jpg,cupboard,3
P04_113_35765.jpg,cupboard,3
P04_113_35835.jpg,cupboard,3
P04_113_3965.jpg,cupboard,3
P04_113_37404.jpg,sponge,9
P04_113_37455.jpg,sponge,9
P04_113_37529.jpg,bowl,7
P04_113_37529.jpg,bowl,7
P04_113_37692.jpg,bowl,7
P04_113_37822.jpg,sponge,9
P04_113_37902.jpg,tap,0
P04_113_38178.jpg,bowl,7
P04_113_38464.jpg,bowl,7
P04_113_680.jpg,tap,0
P04_113_3987.jpg,lid,6
P04_113_3987.jpg,cupboard,3
P04_113_38520.jpg,tap,0
P04_113_38585.jpg,knife,4
P04_113_38621.jpg,sponge,9
P04_113_38816.jpg,knife,4
P04_113_39019.jpg,sponge,9
P04_113_39058.jpg,hand,11
P04_113_39384.jpg,knife,4
P04_113_39723.jpg,knife,4
P04_113_39942.jpg,cupboard,3
P04_113_39984.jpg,cupboard,3
P04_113_40612.jpg,tap,0
P04_113_40702.jpg,tap,0
P04_113_41123.jpg,drawer,8
P04_113_41062.jpg,drawer,8
P04_113_41129.jpg,drawer,8
P04_113_41194.jpg,bowl,7
P04_113_41194.jpg,dough,25
P04_113_41315.jpg,bowl,7
P04_113_44884.jpg,sponge,9
P04_113_44934.jpg,tap,0
P04_113_45019.jpg,sponge,9
P04_113_46088.jpg,sponge,9
P04_113_46201.jpg,hand,11
P04_113_49643.jpg,dough,25
P04_113_49809.jpg,dough,25
P04_113_49963.jpg,bowl,7
P04_113_50040.jpg,bowl,7
P04_113_50135.jpg,bowl,7
P04_113_50205.jpg,dough,25
P04_113_50205.jpg,bowl,7
P04_113_50292.jpg,bowl,7
P04_113_50417.jpg,bowl,7
P04_113_50514.jpg,bowl,7
P04_113_50572.jpg,bowl,7
P04_113_51257.jpg,drawer,8
P04_113_4785.jpg,dough,25
P04_113_51364.jpg,knife,4
P04_113_51410.jpg,knife,4
P04_113_51492.jpg,knife,4
P04_113_51582.jpg,knife,4
P04_113_4901.jpg,cupboard,3
P04_113_56838.jpg,pan,5
P04_113_4993.jpg,cupboard,3
P04_113_57602.jpg,dough,25
P04_113_57791.jpg,knife,4
P04_113_57836.jpg,knife,4
P04_113_58045.jpg,dough,25
P04_113_58287.jpg,dough,25
P04_113_58546.jpg,knife,4
P04_113_58668.jpg,knife,4
P04_113_58656.jpg,knife,4
P04_113_5505.jpg,bowl,7
P04_113_5656.jpg,bowl,7
P04_113_5775.jpg,bowl,7
P04_113_5775.jpg,plate,2
P04_113_5775.jpg,cupboard,3
P04_113_867.jpg,tap,0
P04_113_5970.jpg,cupboard,3
P04_113_6053.jpg,cupboard,3
P04_113_6345.jpg,cupboard,3
P04_113_6545.jpg,cupboard,3
P04_113_6573.jpg,cupboard,3
P04_113_6651.jpg,cupboard,3
P04_113_6911.jpg,cupboard,3
P04_113_7205.jpg,cupboard,3
P04_113_7247.jpg,cupboard,3
P04_113_7344.jpg,cupboard,3
P04_113_7450.jpg,drawer,8
P04_113_7494.jpg,spoon,1
P04_113_7494.jpg,drawer,8
P04_113_7531.jpg,drawer,8
P04_113_8088.jpg,cupboard,3
P04_113_8140.jpg,cupboard,3
P04_113_8218.jpg,cupboard,3
P04_113_8340.jpg,glass,10
P04_113_8519.jpg,glass,10
P04_113_8519.jpg,cupboard,3
P04_113_8794.jpg,bowl,7
P04_113_9006.jpg,bowl,7
P04_113_9006.jpg,cupboard,3
P04_113_9147.jpg,bowl,7
P04_113_9147.jpg,cupboard,3
P04_113_9342.jpg,bowl,7
P04_113_9332.jpg,bowl,7
P04_113_9332.jpg,cupboard,3
P04_113_9735.jpg,drawer,8
P04_121_18486.jpg,tap,0
P04_121_19254.jpg,lid,6
P04_121_1734.jpg,knife,4
P04_121_1797.jpg,knife,4
P04_121_20312.jpg,spoon,1
P04_121_20378.jpg,spoon,1
P04_121_2020.jpg,knife,4
P04_121_20512.jpg,spoon,1
P04_121_20723.jpg,drawer,8
P04_121_20757.jpg,drawer,8
P04_121_20804.jpg,drawer,8
P04_121_20854.jpg,spoon,1
P04_121_20884.jpg,drawer,8
P04_121_2401.jpg,knife,4
P04_121_21794.jpg,glass,10
P04_121_2663.jpg,spatula,20
P04_121_2663.jpg,pan,5
P04_121_2707.jpg,knife,4
P04_121_23097.jpg,lid,6
P04_121_23364.jpg,tap,0
P04_121_6208.jpg,knife,4
P04_121_23602.jpg,sponge,9
P04_121_23660.jpg,sponge,9
P04_121_23725.jpg,sponge,9
P04_121_23793.jpg,sponge,9
P04_121_23832.jpg,sponge,9
P04_121_24023.jpg,sponge,9
P04_121_24186.jpg,sponge,9
P04_121_6416.jpg,spatula,20
P04_121_24368.jpg,tap,0
P04_121_24581.jpg,tap,0
P04_121_25261.jpg,spatula,20
P04_121_25457.jpg,pan,5
P04_121_25457.jpg,spatula,20
P04_121_25603.jpg,spatula,20
P04_121_7029.jpg,spatula,20
P04_121_26190.jpg,cupboard,3
P04_121_26299.jpg,cupboard,3
P04_121_26376.jpg,cupboard,3
P04_121_26645.jpg,fridge,12
P04_121_26850.jpg,fridge,12
P04_121_27110.jpg,bowl,7
P04_121_378.jpg,spatula,20
P04_121_7783.jpg,spatula,20
P04_121_27304.jpg,bowl,7
P04_121_27456.jpg,dough,25
P04_121_27456.jpg,bowl,7
P04_121_27577.jpg,dough,25
P04_121_27706.jpg,tap,0
P04_121_7878.jpg,knife,4
P04_121_27814.jpg,bowl,7
P04_121_28258.jpg,spatula,20
P04_121_28972.jpg,pan,5
P04_121_28972.jpg,spatula,20
P04_121_29689.jpg,spatula,20
P04_121_29844.jpg,tap,0
P04_121_29886.jpg,bowl,7
P04_121_29914.jpg,bowl,7
P04_121_30163.jpg,tap,0
P04_121_30257.jpg,bowl,7
P04_121_30260.jpg,sponge,9
P04_121_30338.jpg,sponge,9
P04_121_30450.jpg,tap,0
P04_121_30511.jpg,tap,0
P04_121_8045.jpg,spatula,20
P04_121_30610.jpg,bowl,7
P04_121_30732.jpg,bowl,7
P04_121_30792.jpg,tap,0
P04_121_30885.jpg,bowl,7
P04_121_30986.jpg,bowl,7
P04_121_30986.jpg,tap,0
P04_121_31546.jpg,bowl,7
P04_121_31546.jpg,tap,0
P04_121_32336.jpg,bowl,7
P04_121_32336.jpg,tap,0
P04_121_32602.jpg,bowl,7
P04_121_32911.jpg,tap,0
P04_121_8104.jpg,spatula,20
P04_121_32951.jpg,tap,0
P04_121_33001.jpg,tap,0
P04_121_33053.jpg,bowl,7
P04_121_33611.jpg,bowl,7
P04_121_34180.jpg,bowl,7
P04_121_34238.jpg,bowl,7
P04_121_34450.jpg,bowl,7
P04_121_34511.jpg,tap,0
P04_121_34572.jpg,bowl,7
P04_121_34572.jpg,tap,0
P04_121_34670.jpg,hand,11
P04_121_34734.jpg,hand,11
P04_121_34877.jpg,pan,5
P04_121_34938.jpg,spatula,20
P04_121_35034.jpg,pan,5
P04_121_35034.jpg,spatula,20
P04_121_35381.jpg,pan,5
P04_121_35381.jpg,spatula,20
P04_121_36404.jpg,spatula,20
P04_121_36597.jpg,pan,5
P04_121_36718.jpg,bowl,7
P04_121_36762.jpg,bowl,7
P04_121_36929.jpg,bowl,7
P04_121_36990.jpg,bowl,7
P04_121_8409.jpg,knife,4
P04_121_37312.jpg,bowl,7
P04_121_37599.jpg,bowl,7
P04_121_37599.jpg,tap,0
P04_121_37822.jpg,bowl,7
P04_121_37822.jpg,tap,0
P04_121_38056.jpg,bowl,7
P04_121_38056.jpg,tap,0
P04_121_38072.jpg,sponge,9
P04_121_38227.jpg,bowl,7
P04_121_38227.jpg,sponge,9
P04_121_38329.jpg,bowl,7
P04_121_38460.jpg,dough,25
P04_121_38460.jpg,sponge,9
P04_121_38429.jpg,bowl,7
P04_121_8628.jpg,knife,4
P04_121_38570.jpg,sponge,9
P04_121_38607.jpg,bowl,7
P04_121_38607.jpg,sponge,9
P04_121_38641.jpg,dough,25
P04_121_38641.jpg,bowl,7
P04_121_38775.jpg,dough,25
P04_121_38775.jpg,bowl,7
P04_121_38941.jpg,dough,25
P04_121_38941.jpg,bowl,7
P04_121_39189.jpg,bowl,7
P04_121_39189.jpg,sponge,9
P04_121_39472.jpg,dough,25
P04_121_39472.jpg,bowl,7
P04_121_39562.jpg,bowl,7
P04_121_39623.jpg,bowl,7
P04_121_39623.jpg,tap,0
P04_121_39675.jpg,bowl,7
P04_121_39675.jpg,sponge,9
P04_121_8716.jpg,tap,0
P04_121_39707.jpg,bowl,7
P04_121_39726.jpg,sponge,9
P04_121_39868.jpg,bowl,7
P04_121_39939.jpg,bowl,7
P04_121_40018.jpg,bowl,7
P04_121_40301.jpg,bowl,7
P04_121_41291.jpg,bowl,7
P04_121_41334.jpg,bowl,7
P04_121_41334.jpg,tap,0
P04_121_41361.jpg,bowl,7
P04_121_8840.jpg,knife,4
P04_121_41386.jpg,bowl,7
P04_121_41491.jpg,bowl,7
P04_121_41708.jpg,dough,25
P04_121_41708.jpg,bowl,7
P04_121_41810.jpg,bowl,7
P04_121_41993.jpg,dough,25
P04_121_41993.jpg,bowl,7
P04_121_42149.jpg,bowl,7
P04_121_42227.jpg,bowl,7
P04_121_42407.jpg,bowl,7
P04_121_8858.jpg,tap,0
P04_121_42486.jpg,bowl,7
P04_121_42486.jpg,sponge,9
P04_121_42524.jpg,sponge,9
P04_121_42584.jpg,sponge,9
P04_121_42633.jpg,bowl,7
P04_121_42633.jpg,sponge,9
P04_121_42706.jpg,bowl,7
P04_121_42956.jpg,bowl,7
P04_121_42956.jpg,sponge,9
P04_121_43217.jpg,dough,25
P04_121_43217.jpg,bowl,7
P04_121_43455.jpg,bowl,7
P04_121_43455.jpg,sponge,9
P04_121_43610.jpg,dough,25
P04_121_43610.jpg,bowl,7
P04_121_43674.jpg,sponge,9
P04_121_8879.jpg,knife,4
P04_121_43780.jpg,bowl,7
P04_121_43780.jpg,tap,0
P04_121_43969.jpg,bowl,7
P04_121_44070.jpg,tap,0
P04_121_44114.jpg,tap,0
P04_121_44294.jpg,bowl,7
P04_121_44608.jpg,bowl,7
P04_121_44670.jpg,bowl,7
P04_121_44910.jpg,bowl,7
P04_121_9020.jpg,knife,4
P04_121_45170.jpg,bowl,7
P04_121_45931.jpg,pan,5
P04_121_46053.jpg,spatula,20
P04_121_46174.jpg,spatula,20
P04_121_9256.jpg,knife,4
P04_121_46398.jpg,spatula,20
P04_121_46443.jpg,bowl,7
P04_121_46505.jpg,bowl,7
P04_121_46573.jpg,bowl,7
P04_121_46826.jpg,spatula,20
P04_121_46991.jpg,spatula,20
P04_121_9487.jpg,knife,4
P04_121_9487.jpg,drawer,8
P04_121_47543.jpg,bowl,7
P04_121_47660.jpg,spatula,20
P04_121_47741.jpg,spatula,20
P04_121_47836.jpg,bowl,7
P04_121_48174.jpg,bowl,7
P04_121_48639.jpg,bowl,7
P04_121_48800.jpg,spatula,20
P04_121_48899.jpg,bowl,7
P04_121_49061.jpg,spatula,20
P04_121_49133.jpg,bowl,7
P04_121_49243.jpg,spatula,20
P04_121_49342.jpg,bowl,7
P04_121_49442.jpg,spatula,20
P04_121_49627.jpg,bowl,7
P04_121_49839.jpg,spatula,20
P04_121_49897.jpg,bowl,7
P04_121_49899.jpg,spatula,20
P04_121_49958.jpg,bowl,7
P04_121_50114.jpg,spatula,20
P04_121_50162.jpg,bowl,7
P04_121_50851.jpg,bowl,7
P04_121_51014.jpg,spatula,20
P04_121_51179.jpg,bowl,7
P04_121_51432.jpg,bowl,7
P04_121_51488.jpg,spatula,20
P04_121_51591.jpg,bowl,7
P04_121_51657.jpg,spatula,20
P04_121_51718.jpg,spatula,20
P04_121_51917.jpg,bowl,7
P04_121_52187.jpg,bowl,7
P04_121_52262.jpg,spatula,20
P04_121_52384.jpg,bowl,7
P04_121_53357.jpg,bowl,7
P04_121_53546.jpg,bowl,7
P04_121_574.jpg,spatula,20
P04_121_54787.jpg,tap,0
P04_121_54817.jpg,tap,0
P04_121_54868.jpg,tap,0
P04_121_55412.jpg,tap,0
P04_121_55461.jpg,tap,0
P04_121_56395.jpg,bowl,7
P04_121_56458.jpg,bowl,7
P04_121_57066.jpg,pan,5
P04_121_57477.jpg,bowl,7
P04_121_57606.jpg,bowl,7
P04_121_57568.jpg,bowl,7
P04_121_57792.jpg,hand,11
P04_121_10404.jpg,spatula,20
P04_121_57916.jpg,pan,5
P04_121_58068.jpg,bowl,7
P04_121_58205.jpg,bowl,7
P04_121_58343.jpg,pan,5
P04_121_58625.jpg,bowl,7
P04_121_58851.jpg,bowl,7
P04_121_58898.jpg,bowl,7
P04_121_10495.jpg,spatula,20
P04_121_58967.jpg,bowl,7
P04_121_59699.jpg,bowl,7
P04_121_59788.jpg,pan,5
P04_121_59861.jpg,bowl,7
P04_121_59926.jpg,bowl,7
P04_121_10581.jpg,spatula,20
P04_121_60057.jpg,bowl,7
P04_121_60153.jpg,pan,5
P04_121_60232.jpg,bowl,7
P04_121_60288.jpg,bowl,7
P04_121_62138.jpg,bowl,7
P04_121_62202.jpg,pan,5
P04_121_62263.jpg,bowl,7
P04_121_62313.jpg,bowl,7
P04_121_11251.jpg,spatula,20
P04_121_839.jpg,spatula,20
P04_121_64254.jpg,bowl,7
P04_121_64311.jpg,pan,5
P04_121_64369.jpg,bowl,7
P04_121_64401.jpg,bowl,7
P04_121_11481.jpg,spatula,20
P04_121_64440.jpg,bowl,7
P04_121_64656.jpg,bowl,7
P04_121_11586.jpg,spatula,20
P04_121_65671.jpg,drawer,8
P04_121_11677.jpg,spatula,20
P04_121_65850.jpg,spoon,1
P04_121_65973.jpg,drawer,8
P04_121_12208.jpg,pan,5
P04_121_12208.jpg,spatula,20
P04_121_67110.jpg,spoon,1
P04_121_12771.jpg,spatula,20
P04_121_67374.jpg,bowl,7
P04_121_67479.jpg,bowl,7
P04_121_67598.jpg,spoon,1
P04_121_68136.jpg,bowl,7
P04_121_68278.jpg,bowl,7
P04_121_68278.jpg,pan,5
P04_121_68382.jpg,bowl,7
P04_121_68422.jpg,bowl,7
P04_121_68472.jpg,bowl,7
P04_121_68472.jpg,pan,5
P04_121_68551.jpg,bowl,7
P04_121_13200.jpg,hand,11
P04_121_13323.jpg,hand,11
P04_121_70716.jpg,bowl,7
P04_121_70772.jpg,bowl,7
P04_121_70772.jpg,pan,5
P04_121_70850.jpg,bowl,7
P04_121_14648.jpg,spatula,20
P04_121_76026.jpg,bowl,7
P04_121_76102.jpg,bowl,7
P04_121_76226.jpg,bowl,7
P04_121_76373.jpg,tap,0
P04_121_76461.jpg,bowl,7
P04_121_14759.jpg,spatula,20
P04_121_77883.jpg,bowl,7
P04_121_77956.jpg,tap,0
P04_121_78069.jpg,bowl,7
P04_121_78069.jpg,tap,0
P04_121_14883.jpg,spatula,20
P04_121_78324.jpg,tap,0
P04_121_78798.jpg,tap,0
P04_121_78815.jpg,tap,0
P04_121_78937.jpg,bowl,7
P04_121_15053.jpg,spatula,20
P04_121_79623.jpg,bowl,7
P04_121_79885.jpg,bowl,7
P04_121_80124.jpg,bowl,7
P04_121_15109.jpg,spatula,20
P04_121_80366.jpg,bowl,7
P04_121_80486.jpg,bowl,7
P04_121_15391.jpg,pan,5
P04_121_15391.jpg,spatula,20
P04_121_80829.jpg,bowl,7
P04_121_81116.jpg,bowl,7
P04_121_81241.jpg,bowl,7
P04_121_81377.jpg,tap,0
P04_121_15595.jpg,spatula,20
P04_121_81606.jpg,tap,0
P04_121_82906.jpg,spatula,20
P04_121_83064.jpg,pan,5
P04_121_83273.jpg,pan,5
P04_121_1301.jpg,spatula,20
P04_121_83372.jpg,spatula,20
P04_121_83372.jpg,pan,5
P04_121_83454.jpg,pan,5
P04_121_83610.jpg,tap,0
P04_121_83833.jpg,tap,0
P04_121_84201.jpg,hand,11
P04_121_1415.jpg,spatula,20
P04_121_17438.jpg,knife,4
P04_121_17535.jpg,knife,4
P04_121_1523.jpg,drawer,8
P04_121_17751.jpg,tap,0
P04_121_17828.jpg,sponge,9
P04_121_17893.jpg,sponge,9
P04_121_17963.jpg,sponge,9
P04_121_18120.jpg,sponge,9
P22_117_119.jpg,drawer,8
P22_117_196.jpg,pan,5
P22_117_10904.jpg,container,21
P22_117_10965.jpg,container,21
P22_117_11339.jpg,lid,6
P22_117_11470.jpg,lid,6
P22_117_11643.jpg,lid,6
P22_117_11723.jpg,lid,6
P22_117_11847.jpg,lid,6
P22_117_11897.jpg,container,21
P22_117_12017.jpg,lid,6
P22_117_11955.jpg,container,21
P22_117_12089.jpg,container,21
P22_117_12237.jpg,container,21
P22_117_12596.jpg,tap,0
P22_117_12670.jpg,cloth,17
P22_117_12762.jpg,hand,11
P22_117_12867.jpg,cloth,17
P22_117_12928.jpg,drawer,8
P22_117_13233.jpg,cupboard,3
P22_117_13292.jpg,fridge,12
P22_117_13367.jpg,drawer,8
P22_117_13565.jpg,drawer,8
P22_117_13675.jpg,fridge,12
P22_117_13724.jpg,cupboard,3
P22_117_13889.jpg,tap,0
P22_117_14118.jpg,tap,0
P22_117_14273.jpg,knife,4
P22_117_14564.jpg,knife,4
P22_117_14615.jpg,drawer,8
P22_117_15203.jpg,drawer,8
P22_117_1181.jpg,bowl,7
P22_117_17503.jpg,tap,0
P22_117_17700.jpg,tap,0
P22_117_1247.jpg,bowl,7
P22_117_18863.jpg,tap,0
P22_117_18916.jpg,hand,11
P22_117_18967.jpg,tap,0
P22_117_18990.jpg,hand,11
P22_117_19022.jpg,cloth,17
P22_117_1324.jpg,spatula,20
P22_117_19088.jpg,hand,11
P22_117_19157.jpg,cloth,17
P22_117_19262.jpg,knife,4
P22_117_21148.jpg,knife,4
P22_117_21329.jpg,tap,0
P22_117_1371.jpg,drawer,8
P22_117_21407.jpg,tap,0
P22_117_21684.jpg,knife,4
P22_117_1404.jpg,spatula,20
P22_117_23650.jpg,knife,4
P22_117_23690.jpg,tap,0
P22_117_23720.jpg,hand,11
P22_117_23752.jpg,tap,0
P22_117_23777.jpg,hand,11
P22_117_23826.jpg,cloth,17
P22_117_23856.jpg,hand,11
P22_117_23927.jpg,cloth,17
P22_117_24007.jpg,drawer,8
P22_117_24099.jpg,pan,5
P22_117_24565.jpg,pan,5
P22_117_269.jpg,pan,5
P22_117_24659.jpg,drawer,8
P22_117_24857.jpg,pan,5
P22_117_26565.jpg,knife,4
P22_117_26837.jpg,onion,16
P22_117_27136.jpg,onion,16
P22_117_27103.jpg,onion,16
P22_117_27268.jpg,onion,16
P22_117_27409.jpg,knife,4
P22_117_27550.jpg,knife,4
P22_117_27813.jpg,onion,16
P22_117_28066.jpg,knife,4
P22_117_28175.jpg,onion,16
P22_117_28319.jpg,onion,16
P22_117_28404.jpg,knife,4
P22_117_28430.jpg,onion,16
P22_117_28707.jpg,onion,16
P22_117_29014.jpg,knife,4
P22_117_29045.jpg,onion,16
P22_117_29121.jpg,onion,16
P22_117_29227.jpg,onion,16
P22_117_29396.jpg,onion,16
P22_117_29468.jpg,tap,0
P22_117_29516.jpg,hand,11
P22_117_29541.jpg,tap,0
P22_117_29563.jpg,hand,11
P22_117_29593.jpg,cloth,17
P22_117_29654.jpg,hand,11
P22_117_29726.jpg,cloth,17
